code,ATR_n,TPk,SLk,J_th,dJ_th,vEMA_th,winrate,pf,trades,PF_eff
8065.T,5,1.0,2.0,0.6,0.02,0.05,0.32,0.25,25,0.23501187760190043
8237.T,2,1.2,2.0,0.6,0.02,0.05,0.275,0.24146341463414636,120,0.2273435453404845
8267.T,3,1.2,2.0,0.6,0.05,0.02,0.18604651162790697,0.13980582524271842,129,0.1369966299194608
8783.T,1,1.0,2.0,0.6,0.05,0.02,0.16666666666666666,0.1,18,0.09988004798080766
8995.T,1,1.2,1.5,0.8,0.02,0.02,0.36363636363636365,0.5333333333333333,11,0.4565945781297594
9127.T,2,1.2,1.5,0.6,0.02,0.02,0.6,1.2,5,1.1985607675906185
9215.T,3,1.2,2.0,0.6,0.02,0.05,0.2571428571428571,0.20769230769230768,35,0.20747085781072186
9227.T,1,1.2,1.5,0.6,0.05,0.05,0.21875,0.224,64,0.22373134328358213
9369.T,5,1.2,1.5,0.8,0.05,0.02,0.375,0.4909090909090909,72,0.47942430703624733
9704.T,1,0.8,1.5,1.0,0.02,0.02,1.0,999.0,1,
