code,ATR_n,TPk,SLk,J_th,dJ_th,vEMA_th,winrate,pf,trades,PF_eff
8233.T,5,1.2,1.5,1.0,0.02,0.02,0.24369747899159663,0.2606741573033708,119,0.257468609334281
8267.T,3,1.2,2.0,0.6,0.05,0.02,0.18604651162790697,0.13980582524271842,129,0.1369966299194608
8306.T,2,1.2,2.0,0.6,0.02,0.02,0.2900763358778626,0.24782608695652175,131,0.24489988950656297
8308.T,3,1.2,2.0,0.8,0.05,0.05,0.33663366336633666,0.31875,101,0.3041529656793999
8316.T,5,1.2,2.0,0.6,0.02,0.02,0.28346456692913385,0.23736263736263735,127,0.23710955178368215
8411.T,5,1.2,2.0,0.6,0.02,0.02,0.3088235294117647,0.2680851063829787,136,0.26779926327341413
8473.T,2,1.2,2.0,0.6,0.05,0.05,0.104,0.07090909090909091,125,0.06956860113097618
8697.T,1,1.2,2.0,0.6,0.05,0.02,0.26804123711340205,0.22941176470588234,97,0.21948403737096708
8729.T,5,1.2,2.0,0.6,0.05,0.02,0.4270833333333333,0.46415094339622637,96,0.446795827123696
8766.T,5,1.2,2.0,1.0,0.02,0.05,0.4158415841584158,0.43448275862068964,101,0.42666323301187997
9227.T,1,1.2,1.5,0.6,0.05,0.05,0.21875,0.224,64,0.22373134328358213
9432.T,2,1.2,2.0,1.0,0.05,0.02,0.6885245901639344,1.8,61,1.3249016183000484
9433.T,1,1.2,1.5,0.6,0.05,0.05,0.3333333333333333,0.4,90,0.3995202558635394
9501.T,2,1.2,2.0,1.0,0.05,0.02,0.2746478873239437,0.23399999999999999,142,0.22694223281561168
9843.T,2,1.2,1.5,0.8,0.02,0.05,0.38016528925619836,0.49729729729729727,121,0.4900781805259418
9984.T,3,1.2,1.5,1.0,0.05,0.05,0.323943661971831,0.39999999999999997,71,0.38287357853589205
