code,ATR_n_BACK,TPk_BACK,SLk_BACK,J_th_BACK,dJ_th_BACK,vEMA_th_BACK,winrate_BACK,pf_BACK,trades_BACK,PF_eff_BACK,winrate_FWD,pf_FWD,trades_FWD,ATR_n_FWD,TPk_FWD,SLk_FWD,J_th_FWD,dJ_th_FWD,vEMA_th_FWD,PF_eff_FWD
3935.T,5,1.2,2.0,1.0,0.02,0.05,0.3411764705882353,0.31071428571428567,85,0.31038298966127836,0.2641509433962264,0.24000000000000002,53.0,5.0,1.2,2.0,1.0,0.02,0.05,0.2151549636555634
3955.T,2,0.8,1.5,0.6,0.02,0.02,1.0,999.0,2,,0.2222222222222222,0.1523809523809524,9.0,2.0,0.8,1.5,0.6,0.02,0.02,0.15214742613463297
3987.T,1,1.2,1.5,1.0,0.02,0.02,0.25,0.39999999999999997,4,0.26634683724235964,0.2631578947368421,0.2857142857142857,19.0,1.0,1.2,1.5,1.0,0.02,0.02,0.2853716113310996
4176.T,1,1.2,2.0,1.0,0.05,0.02,0.4166666666666667,0.42857142857142855,24,0.4281144684983151,0.3,0.2571428571428571,20.0,1.0,1.2,2.0,1.0,0.05,0.02,0.256868681098989
4198.T,3,1.2,1.5,0.6,0.02,0.05,0.8,3.1999999999999997,5,3.1961620469083165,0.0,0.0,16.0,3.0,1.2,1.5,0.6,0.02,0.05,0.0
4343.T,1,1.0,2.0,1.0,0.02,0.02,0.625,0.8333333333333334,8,0.8323337331733973,0.375,0.5,16.0,1.0,1.0,2.0,1.0,0.02,0.02,0.299640143942423
4365.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0
4385.T,5,1.2,1.5,1.0,0.02,0.05,0.42391304347826086,0.5886792452830188,92,0.5879732067425676,0.22033898305084745,0.22608695652173913,59.0,5.0,1.2,1.5,1.0,0.02,0.05,0.22581579679243535
4429.T,2,1.2,1.5,0.6,0.02,0.02,0.6666666666666666,1.5999999999999999,3,1.5980810234541576,0.3333333333333333,0.39999999999999997,6.0,2.0,1.2,1.5,0.6,0.02,0.02,0.3995202558635394
4664.T,1,0.8,2.0,0.6,0.02,0.02,1.0,999.0,1,,0.25,0.13333333333333333,4.0,1.0,0.8,2.0,0.6,0.02,0.02,0.13314674130347862
5035.T,3,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,0.0,0.0,0.0,3.0,0.8,1.5,0.6,0.02,0.02,0.0
5246.T,1,1.2,1.5,1.0,0.05,0.02,0.17543859649122806,0.1702127659574468,57,0.17000861951639978,0.05454545454545454,0.04705882352941176,55.0,1.0,1.2,1.5,1.0,0.05,0.02,0.04609849106117763
5250.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0
5578.T,1,1.2,1.5,0.6,0.02,0.05,0.4,0.5333333333333333,10,0.5326936744847194,0.045454545454545456,0.03809523809523809,22.0,1.0,1.2,1.5,0.6,0.02,0.05,0.03804954817747995
5724.T,1,1.2,2.0,1.0,0.05,0.05,0.4807692307692308,0.5769230769230769,52,0.5549631999052232,0.3114754098360656,0.2780487804878049,61.0,1.0,1.2,2.0,1.0,0.05,0.05,0.2711391633822662
5962.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0
5966.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0
5969.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0
6147.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0
6190.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0
6248.T,5,0.8,1.5,0.8,0.02,0.02,1.0,999.0,1,,0.0,0.0,0.0,5.0,0.8,1.5,0.8,0.02,0.02,0.0
6312.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,1.0,999.0,1.0,1.0,0.8,1.5,0.6,0.02,0.02,
6467.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0
6558.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0
6566.T,2,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,0.8,2.1333333333333333,5.0,2.0,0.8,1.5,0.6,0.02,0.02,2.130063965884862
6638.T,2,1.2,2.0,0.6,0.05,0.05,0.25882352941176473,0.2129032258064516,85,0.20930040682139847,0.3469387755102041,0.36428571428571427,49.0,2.0,1.2,2.0,0.6,0.05,0.05,0.31841013594562173
6797.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,1.0,999.0,3.0,1.0,0.8,1.5,0.6,0.02,0.02,
7018.T,3,1.2,2.0,0.6,0.02,0.05,0.4642857142857143,0.52,28,0.5194455551112889,0.20512820512820512,0.16,39.0,3.0,1.2,2.0,0.6,0.02,0.05,0.15467361442519767
7036.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,4,0.0,0.13043478260869565,0.0888888888888889,23.0,1.0,0.8,1.5,0.6,0.02,0.02,0.07987739872068231
7077.T,5,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,0.0,0.0,0.0,5.0,0.8,1.5,0.6,0.02,0.02,0.0
7138.T,3,1.2,2.0,0.8,0.02,0.02,0.125,0.0967741935483871,40,0.085622893699663,0.24,0.22499999999999998,50.0,3.0,1.2,2.0,0.8,0.02,0.02,0.18927165975714977
7192.T,5,1.2,1.5,0.6,0.02,0.02,0.2857142857142857,0.32,7,0.3196162046908316,0.0,0.0,3.0,5.0,1.2,1.5,0.6,0.02,0.02,0.0
7255.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,0.5,999.0,2.0,1.0,0.8,1.5,0.6,0.02,0.02,0.5325159914712154
7525.T,3,0.8,1.5,1.0,0.02,0.02,1.0,999.0,1,,0.10526315789473684,0.06666666666666667,38.0,3.0,0.8,1.5,1.0,0.02,0.02,0.06264894017308416
75505.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0
7619.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,2,,0.6,0.8000000000000002,5.0,1.0,0.8,1.5,0.6,0.02,0.02,0.7987739872068231
7794.T,1,1.2,1.5,1.0,0.05,0.05,0.5454545454545454,1.0285714285714285,33,0.9588486140724946,0.391304347826087,0.5538461538461538,46.0,1.0,1.2,1.5,1.0,0.05,0.05,0.5136689003959793
7812.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0
7837.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0
7851.T,1,1.2,1.5,0.6,0.02,0.02,0.14285714285714285,0.16,7,0.13317341862117982,1.0,999.0,1.0,1.0,1.2,1.5,0.6,0.02,0.02,
7857.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0
7886.T,3,1.2,1.5,0.8,0.02,0.02,0.3333333333333333,0.4799999999999999,9,0.3995202558635394,0.42857142857142855,0.7999999999999999,7.0,3.0,1.2,1.5,0.8,0.02,0.02,0.5992803837953092
7923.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,0.0,0.0,2.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0
8209.T,1,0.8,1.5,0.6,0.02,0.02,0.5,999.0,2,0.5325159914712154,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0
9087.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0
9252.T,3,1.2,1.5,0.6,0.02,0.05,0.42857142857142855,0.6,14,0.5992803837953092,0.37037037037037035,0.5,27.0,3.0,1.2,1.5,0.6,0.02,0.05,0.47002383042769347
9257.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0
9311.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0
9679.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0
9948.T,1,1.2,2.0,1.0,0.05,0.02,0.75,1.7999999999999998,4,1.798080767692923,0.8,2.4,5.0,1.0,1.2,2.0,1.0,0.05,0.02,2.3974410235905648
9994.T,1,1.2,2.0,1.0,0.02,0.02,0.38461538461538464,0.42857142857142855,13,0.37460015993602563,0.0,0.0,3.0,1.0,1.2,2.0,1.0,0.02,0.02,0.0
