code,注目,コード,銘柄名,M,市場,貸借区分,T,現在値,前日比,前日比率,出来高,始値,高値,安値,時刻,一般信用売(1日),特別空売り料,逆日歩,一人当たり売建可能数量
7640.T,,7640,トップカルチャー,0,東Ｓ,貸借,▼,191,-6,-3.05%,"73,000",196,197,190,11:30,〇,-,0.05,"15,700"
3902.T,,3902,メディカル・データ・ビジ,0,東Ｐ,貸借,▼,460,-86,-15.75%,"511,600",472,472,451,11:30,〇,-,-,0
5950.T,,5950,日本パワーファスニング,0,東Ｓ,貸借,▲,194,0,0.00%,"243,300",199,207,192,11:24,〇,0.3,-,0
9679.T,,9679,ホウライ,0,東Ｓ,信用,▼,"1,921.00",21,1.11%,"1,200","1,969.00","1,969.00","1,921.00",10:50,〇,0.1,-,"2,600"
1960.T,,1960,サンテック,0,東Ｓ,信用,▼,"1,001.00",-20,-1.96%,"4,400","1,026.00","1,026.00","1,001.00",11:28,〇,0.4,-,400
5952.T,,5952,アマテイ,0,東Ｓ,信用,▲,202,-11,-5.16%,"1,828,700",207,229,198,11:30,〇,0.2,-,0
3933.T,,3933,チエル,0,東Ｓ,貸借,▼,650,-11,-1.66%,"6,100",666,666,649,11:09,〇,0.5,-,200
6098.T,,6098,リクルートホールディングス,0,東Ｐ,貸借,▼,"7,804.00",-192,-2.40%,"1,251,700","7,996.00","7,996.00","7,796.00",11:30,〇,-,-,"163,800"
4241.T,,4241,アテクト,0,東Ｓ,信用,▼,410,-2,-0.49%,"3,400",420,420,410,11:08,〇,0.2,-,100
7085.T,,7085,カーブスホールディングス,0,東Ｐ,貸借,▼,781,-49,-5.90%,"538,800",800,818,780,11:30,〇,-,-,"36,000"
6558.T,,6558,クックビズ,0,東Ｇ,信用,▼,618,-16,-2.52%,"9,800",633,633,606,11:11,〇,0.3,-,100
6173.T,,6173,アクアライン,0,東Ｇ,-,▼,290,-7,-2.36%,"14,600",297,297,286,10:29,〇,0.6,-,0
7250.T,,7250,太平洋工業,0,東Ｐ,貸借,▼,"2,618.00",-47,-1.76%,"81,500","2,680.00","2,696.00","2,618.00",11:29,✕,-,-,0
4384.T,,4384,ラクスル,0,東Ｐ,貸借,▲,"1,070.00",-25,-2.28%,"280,400","1,095.00","1,098.00","1,069.00",11:30,〇,-,-,"8,700"
8273.T,,8273,イズミ,0,東Ｐ,貸借,▼,"2,973.50",-76.5,-2.51%,"188,800","3,041.00","3,060.00","2,972.00",11:30,〇,-,-,"5,600"
7261.T,,7261,マツダ,0,東Ｐ,貸借,▼,"1,070.00",25.5,2.44%,"3,729,100","1,094.00","1,095.00","1,070.00",11:30,〇,-,0.05,"241,100"
2032.T,,2032,ＮＮＨＳＩベアＥＴＮ,0,東Ｐ,信用,▲,"5,868.00",-112,-1.87%,69,"5,999.00","5,999.00","5,847.00",11:25,〇,4,-,1
4017.T,,4017,クリーマ,0,東Ｇ,信用,▼,269,-6,-2.18%,"9,000",275,275,268,11:16,〇,0.2,-,900
5250.T,,5250,プライム・ストラテジー,0,東Ｓ,信用,▲,911,-35,-3.70%,"8,100",931,934,902,11:09,〇,1,-,100
1542.T,,1542,純銀上場信託,0,東Ｐ,貸借,▲,"24,360.00",240,1.00%,"123,271","24,890.00","25,465.00","23,870.00",11:30,〇,-,-,"2,931"
6265.T,,6265,コンバム,0,東Ｓ,信用,▼,"2,345.00",-41,-1.72%,"1,100","2,396.00","2,396.00","2,345.00",11:09,〇,1,-,0
2867.T,,2867,ＧＸ自動ＥＶ,0,東Ｐ,貸借,▼,"1,380.00",-2,-0.14%,218,"1,410.00","1,410.00","1,380.00",10:54,〇,1,-,41
3895.T,,3895,ハビックス,0,東Ｓ,信用,▼,414,1,0.24%,"5,300",423,423,414,10:58,〇,0.1,-,"1,400"
9345.T,,9345,ビズメイツ,0,東Ｇ,信用,▼,936,-5,-0.53%,"1,200",956,956,936,11:28,〇,0.8,-,0
1466.T,,1466,ＩＦＪ４００ダブルベア,0,東Ｐ,貸借,▼,375,-14,-3.60%,"4,123",383,383,375,11:27,〇,1,-,328
6803.T,,6803,ティアック,0,東Ｓ,貸借,▼,94,0,0.00%,"813,900",96,96,93,11:30,〇,-,-,"17,800"
4057.T,,4057,インターファクトリー,0,東Ｇ,信用,▼,473,-17,-3.47%,"20,500",483,483,464,11:16,〇,0.4,-,"3,100"
3905.T,,3905,データセクション,0,東Ｇ,貸借,▲,"1,485.00",-71,-4.56%,"1,188,000","1,516.00","1,544.00","1,465.00",11:30,〇,11,-,0
3420.T,,3420,ケー・エフ・シー,0,東Ｓ,信用,▼,"1,607.00",7,0.44%,"6,100","1,640.00","1,640.00","1,601.00",11:27,〇,0.5,-,100
7064.T,,7064,ハウテレビジョン,0,東Ｇ,信用,▼,"1,032.00",-38,-3.55%,700,"1,053.00","1,053.00","1,031.00",10:20,〇,2.5,-,100
8244.T,,8244,近鉄百貨店,0,東Ｓ,貸借,▼,"1,926.00",-37,-1.88%,"36,000","1,965.00","1,978.00","1,918.00",11:30,〇,-,0.05,"1,100"
6166.T,,6166,中村超硬,0,東Ｇ,信用,▲,297,1,0.34%,"7,500",303,303,293,11:28,〇,0.2,-,0
5870.T,,5870,ナルネットコミュニケーションズ,0,東Ｇ,信用,▲,941,26,2.84%,"77,100",960,960,914,11:27,〇,0.8,-,"1,200"
9254.T,,9254,ラバブルマーケティング,0,東Ｇ,信用,▼,"1,294.00",-3,-0.23%,500,"1,320.00","1,320.00","1,294.00",11:30,〇,1,-,0
181A.T,,181A,ＭＸ米債１－３ヘ無,0,東Ｐ,貸借,▼,509.6,-1.8,-0.35%,"1,480",519.8,519.8,509.6,11:07,✕,-,-,0
6518.T,,6518,三相電機,0,東Ｓ,信用,▼,956,-7,-0.73%,"1,400",975,975,956,11:11,〇,0.4,-,0
5721.T,,5721,エス・サイエンス,0,東Ｓ,信用,▼,151,-4,-2.58%,"2,013,100",154,156,151,11:30,✕,-,-,0
3926.T,,3926,オープンドア,0,東Ｐ,信用,▲,411,-4,-0.96%,"10,600",419,419,410,11:30,〇,0.5,-,0
1357.T,,1357,ＮＦ日経ダブインバ,0,東Ｐ,貸借,▲,"6,786.00",-196,-2.81%,"2,434,914","6,917.00","6,950.00","6,775.00",11:30,〇,-,-,"72,321"
1360.T,,1360,日経平均ベア２倍,0,東Ｐ,貸借,▲,166.6,-4.5,-2.63%,"43,258,840",169.8,170.5,166.4,11:30,〇,-,-,"1,671,420"
137A.T,,137A,ＣＯＣＯＬＩＶＥ,0,東Ｇ,信用,▼,"1,251.00",6,0.48%,"3,700","1,275.00","1,275.00","1,250.00",11:17,〇,1.3,-,"1,500"
7719.T,,7719,東京衡機,0,東Ｓ,信用,▼,263,-4,-1.50%,"93,500",268,271,261,11:28,〇,0.3,-,0
9399.T,,9399,ビートＨＬＤＧＳリミテッド,0,東Ｓ,信用,▲,"1,168.00",3,0.26%,"20,313","1,190.00","1,209.00","1,155.00",11:28,✕,-,-,0
3991.T,,3991,ウォンテッドリー,0,東Ｇ,信用,▼,"1,183.00",-21,-1.74%,"14,500","1,205.00","1,219.00","1,182.00",11:30,〇,1,-,"4,300"
4440.T,,4440,ヴィッツ,0,東Ｓ,貸借,▼,"1,139.00",29,2.61%,"51,800","1,160.00","1,178.00","1,112.00",11:30,〇,-,-,"2,000"
1459.T,,1459,楽天２２５ダブルベア,0,東Ｐ,貸借,▲,274,-8,-2.84%,"6,859,790",279,280,273,11:30,〇,-,-,"337,589"
6867.T,,6867,リーダー電子,0,東Ｓ,信用,▲,495,-10,-1.98%,"6,600",504,504,484,11:30,〇,0.4,-,200
4378.T,,4378,ＣＩＮＣ,0,東Ｇ,信用,▼,555,5,0.91%,500,565,565,555,10:02,〇,0.4,-,100
9946.T,,9946,ミニストップ,0,東Ｐ,貸借,▲,"2,008.00",-36,-1.76%,"36,700","2,044.00","2,061.00","2,007.00",11:30,〇,-,0.05,"2,000"
